Response Id,Where did you attend SEO Scholars?,High School Graduation Year (Class),Group,Race/Ethnicity,Not listed (Race/Ethnicity ),Gender Identity:,Not listed (Gender Identity),What do you like most about SEO?,What do you dislike most about SEO?,I enjoy coming to SEO most of the time.,I try to do my best in my SEO courses.,My instructors’ expectations make me want to do my best.,What I learn in class helps me outside of SEO.,I take pride in my SEO work.,I am getting a high-quality education through SEO.,My classmates at SEO are supportive of me.,I am comfortable seeking assistance from my classmates at SEO.,I feel connected to my peers at SEO.,How would you rate the communication and support provided by SEO staff and instructors?,Did SEO meet your expectations in terms of content and quality?,Have you noticed any improvements in your academic performance since participating in SEO?,I would recommend SEO Scholars to a friend.,Why or why not?,Because your instructors ask or tell you to?,Even when your instructor doesn't ask or tell you to?,Most students at SEO want to do well in class.,I really feel like part of the SEO community.,I can usually be myself around other students at SEO.,Most students at SEO are friendly to me.,Most adults at SEO treat students with respect.,Discipline at SEO is fair.,"Adults at SEO respect people from different backgrounds (e.g. people of different races, ethnicities, and genders).","If given the option, I believe that Weekday programming should:",Brightspace,Desmos,Hypothesis,Nearpod,What would make your experience on the platforms above better? Please explain below.,Navigating in and out of your Math courses to access ELA content,Navigating in and out of your ELA courses to access Math content,Process of submitting your Math assignments,Process of submitting your ELA assignments,Accessing your grades and instructor feedback on your work,"Since using Brightspace, what tools on the platform have you used so far:",Which tools did you find the most helpful on Brightspace this semester:,What would help make your experience on Brightspace better? Please explain below.,"Out of the following options, what motivates you most to learn?",How much time do you spend every day on school homework?,How much time do you spend every day on SEO assignments?,Check all the statements below regarding SEO assignments that apply to you:,How often do you experience situations or challenges that make it difficult to learn at home?,"If you want to share any more information on the challenges you're experiencing in your learning environment at home, please do so here.",How would you evaluate your overall academic experience with your instructors this semester?,My instructors have fair rules for the class and are extremely impartial.,My instructors ask each one of us whether we have understood what they taught and help us in case we have doubts.,Did your instructors at SEO encourage you to perform better?,Did your instructors guide you in setting personal targets and developing strategies to achieve that target?,"After each assignment, did your instructor help you in understanding ways to improve your work?",Try to be fair?,Are willing to give extra help on work if you need it?,Are not just satisfied if you pass they care if you are really learning?,Believe that you can get a good grade if you try?,Connect what you are learning in class with your life outside of SEO?,Make an effort to understand what your life is like outside of SEO?,The work that I do for my math classes is challenging and pushes me to learn new concepts and skills.,I look forward to my math class and this makes me happy that I joined SEO.,What I learned in this course is valuable to me.,I knew how to find math resources to help support my progress in this class.,"When asked to work with my classmates on a math problem, I contributed to conversations and shared my ideas.",I found it helpful to work with my classmates on math problems.,What is one big mathematical idea that you learned in this class?,"What activity, topic, or lesson was the most engaging or memorable for you in this class?","What activity, topic, or lesson felt the most confusing or difficult for you in this class?",My instructors made the material accessible for my needs as a learner.,The instructors explained concepts clearly and increased my level of understanding of the course material.,The questions my instructors asked challenged me to think more deeply and/or more critically.,My instructors valued and encouraged my engagement in the classroom.,I received feedback on my work that was helpful and timely.,"I feel seen, appreciated, and valued by my instructors.",I know my instructors believe in my ability to be academically successful.,I can tell that my Math instructor(s) understand the subjects that they are teaching.,The work that I do for my ELA classes is challenging and pushes me to learn new concepts and skills.,I look forward to my ELA class and this makes me happy that I joined SEO.,What I learned in this course is valuable to me.,I knew how to find ELA resources to help support my progress in this class.,"What activity, topic, or lesson was the most engaging or memorable for you in this class?","What activity, topic, or lesson felt the most confusing or difficult for you in this class?",My instructors made the material accessible for my needs as a learner.,The instructors explained concepts clearly and increased my level of understanding of the course material.,The questions my instructors asked challenged me to think more deeply and/or more critically.,My instructors valued and encouraged my engagement in the classroom.,I received feedback on my work that was helpful and timely.,"I feel seen, appreciated, and valued by my instructors.",I know my instructors believe in my ability to be academically successful.,I can tell that my ELA instructor(s) understand the subjects that they are teaching.,"This semester, how would you rate your Advisory/IE class experience at SEO?","What could we do to make the Advisory/IE curriculum at SEO more relevant, helpful and/or meaningful to you?","What would you change about the curriculum or instruction in Advisory/IE class that would improve your experience and success in your high school courses, personal life, and current and future academic pursuits?",How would you rate your opening circle experience in your most recent semester?,Please share the opening circle topics you enjoyed the most.,How would you rate your academic or college advising experience in your most recent semester?,I felt supported and known by my Program Manager/Student Advisor.,I felt comfortable going to my Program Manager/Student Advisor if I had a question or problem.,My Program Manager/Student Advisor was engaging and well-prepared during the Opening Circle.,The Program Manager/Student Advisor Hour sessions were useful to me.,My Program Manager/Student Advisor did a good job building community with me and my SEO peers.,I feel like I had the right amount of 1-on-1 advising meetings with my Program Manager/Student Advisor.,"Are there any specific practices or tools that you learned at SEO that have helped you in your high school and if so, what are they?",Is there anything else you would like to tell us about your SEO experience? Please provide any comments you’d like to share below.
13624,Site B,Class of 2018 (CO18),D,Black or African American,,Man,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",I feel adequately supported by SEO staff.,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Satisfied,I have not noticed any significant changes in my academic performance.,Agree,Because it opens you to more opportunities and they help you out for 8 long years.,Sometimes,Rarely,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Remain in-person,Very Easy,Very Easy,N/A,N/A,N/A I can easily access them.,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,"Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments","Course announcements,Due date reminders on Brightspace",N/A,Social connections - When I have positive peer and teacher relationships,<2 Hours,<2 Hours,"I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Rarely,,Not Satisfied,Agree,Agree,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Disagree,Agree,Disagree,Agree,Agree,Agree,That rational numbers are closed under division.,I believe the game that we did last Saturday where we were reviewing many subjects for jeopardy.,None of them to be honest,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I would find fhe SEL topic as the most engaging for me since it connected to me, as well as the African American literacy topic.",Nothing per say,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Make us do more group work and explore many topics.,"Focus more on things such as :
SAT
Resumes / Transcripts
How to get into a good college
Extracurriculars",Good,,Good,Agree,Agree,Agree,Agree,Agree,Disagree,No,N/A
13241,Site B,Class of 2018 (CO18),D,Black or African American,,Woman,,"I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,SEO is getting me ready for college or my career","SEO does not do enough to inspire me to be a good student,My classes don't do enough to challenge me to think critically,SEO does not provide me with enough opportunities to build community with my peers.",Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Good,Satisfied,I have not noticed any significant changes in my academic performance.,Disagree,Seo at times has the potential to be great and engaging. It's also a great opportunity for students.,Always,Sometimes,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,"Remain in-person,A hybrid of both in-person and online",Moderately Difficult,Very Easy,Very Easy,N/A,,Very Easy,Very Easy,Very Easy,Very Easy,Very Difficult,"Adjusted my personal notification settings,Checked due dates on the calendar tool,Downloaded the Brightspace Pulse App on my phone","Course announcements,Email notifications from Brightspace",,Intrinsic motivation - When I have genuine interest in the topic,<2 Hours,<2 Hours,"I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Rarely,,Not Satisfied,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Rarely,Always,Always,Sometimes,Always,Sometimes,Rarely,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Generalizing and how that can be proved by substituting variables,Fractions,Proof by Contradicting,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,The understanding of how testing defines intelligence.,Nothing,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Good,Making it more than just a journal.,I would make it more engaging and accessible to tactile learners,Good,,Fair,Strongly Agree,Strongly Agree,Agree,,Agree,N/A,,
13760,Site B,Class of 2017 (CO17),C,Black or African American,,Woman,,"I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,SEO is getting me ready for college or my career",SEO does not do enough to inspire me to be a good student,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Excellent,Satisfied,I have not noticed any significant changes in my academic performance.,,,Always,Sometimes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Be fully online,Very Easy,Very Easy,N/A,Moderately Easy,,Very Easy,Very Easy,Very Easy,Very Easy,Moderately Easy,"Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course",Course announcements,,Intrinsic motivation - When I have genuine interest in the topic,3-4 Hours,2-3 Hours,I find SEO scholars' assignments difficult and challenging to complete.,Rarely,,Satisfied,Strongly Agree,Agree,Sometimes,Rarely,Rarely,Always,Sometimes,Always,Always,Rarely,Rarely,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Derivatives,ARC,Conversion,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Poor,I would make it a period where groups can talk about anything and not have it centered on one thing,I would make it a college ready thing where we talk about applying to college and scholarships and stuff,Good,,Good,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,How to manage time and how to look for colleges,
13432,Site B,Class of 2017 (CO17),B,"Asian or Pacific Islander,Latinx",,Woman,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",SEO does not provide me with enough opportunities to build community with my peers.,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Excellent,Satisfied,I have experienced noticeable improvements in my academic performance.,,,Always,Always,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Be fully online,Moderately Easy,Very Easy,N/A,Moderately Easy,If in near pod we could back and see the work we've missed instead of all the slides being locked,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,"Checked due dates on the calendar tool,Accessed scholar tech support link,Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Course announcements,Due date reminders on Brightspace",,Social connections - When I have positive peer and teacher relationships,2-3 Hours,<2 Hours,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.",Sometimes,,Satisfied,Strongly Agree,Agree,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unite rates !,When we were doing conversion while using graphs,Functions was difficult,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,When we were finding relevant sources that aren't biased .,None .,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Excellent,To have various topics at a time not the same topic being taught the whole semester.Success is important but we could have had diversity in multiple aspects of the topic .,Less reading and more building skills as the class is advisory with our instructor .We can implement mood borders and etc.,Excellent,,Excellent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"I've learned that having a supportive relationship with others to lean on is beneficial emotionally but also academically , I'm so grateful for seo.",
13720,Site B,Class of 2017 (CO17),K,Latinx,,"Woman,Cisgender",,"My classes challenge me to think critically,SEO is getting me ready for college or my career",SEO does not provide me with enough opportunities to build community with my peers.,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Satisfied,I have experienced noticeable improvements in my academic performance.,,,Always,Sometimes,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Be fully online,Moderately Easy,Very Easy,N/A,Moderately Easy,,Very Easy,Very Easy,Moderately Easy,Moderately Easy,Moderately Easy,"Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course",Due date reminders on Brightspace,,Intrinsic motivation - When I have genuine interest in the topic,>5 Hours,<2 Hours,"I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Rarely,,Very Satisfied,Strongly Agree,Agree,Sometimes,Rarely,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Finding the derivative of a function,Rates and unit conversations,Derivatives,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Analyzing media sources,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Good,,,Good,,Good,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,N/A,,
13272,Site B,Class of 2017 (CO17),G,Latinx,,Woman,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",My classes don't do enough to challenge me to think critically,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,Satisfied,I have experienced noticeable improvements in my academic performance.,,,Always,Sometimes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Be fully online,Moderately Easy,Very Easy,N/A,Very Easy,,Very Easy,Very Easy,Very Easy,Very Easy,Moderately Easy,"Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course",Course announcements,,Intrinsic motivation - When I have genuine interest in the topic,2-3 Hours,<2 Hours,"I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Rarely,,Very Satisfied,Strongly Agree,Strongly Agree,Always,Always,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,I learned about derivatives and limits.,unit rates,derivatives,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,source credibility.,none,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Poor,Not make the whole unit super repetitive because it gets boring.,,Excellent,,Excellent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I noticed that a lot of the math material I was learning in SEO soon came up in my regular school math lessons. I also found the grammar lessons during weekday useful because I now use them in my writing.,"SEO has a wonderful community and I can't wait for the the upcoming years, the reason why I even joined SEO is going to be proven to me soon!"
13672,Site B,Class of 2018 (CO18),L,Black or African American,,Man,,SEO is getting me ready for college or my career,My classes don't do enough to challenge me to think critically,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Good,Satisfied,I have not noticed any significant changes in my academic performance.,Agree,I think it would be a good opportunity for other,Sometimes,Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Be fully online,Moderately Difficult,Very Easy,N/A,N/A,If bright space  wasn't so complicated,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Adjusted my personal notification settings,Due date reminders on Brightspace,If brightspace was a bit more easy to navigate,Praise - When I get timely recognition for hard work and growth,2-3 Hours,<2 Hours,"I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Sometimes,,Satisfied,Agree,Disagree,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Never,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Identity's,Proportions,Porportions,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,The readings,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Maybe more real world problems,Maybe a more related topic,Good,,Fair,Agree,Agree,Agree,N/A,Agree,N/A,None,None
13619,Site B,Class of 2018 (CO18),E,Latinx,,Man,,SEO is getting me ready for college or my career,SEO does not provide me with enough opportunities to build community with my peers.,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Good,Satisfied,I have experienced noticeable improvements in my academic performance.,Agree,because it prepares you for college,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,A hybrid of both in-person and online,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,nothing,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Difficult,"Checked due dates on the calendar tool,Accessed scholar tech support link",Due date reminders on Brightspace,nothing,Real-life relevance - When lessons incorporate real-world applications and examples,<2 Hours,2-3 Hours,"I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Rarely,,Satisfied,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,i dont rembee,the group work,almost everything,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,the meaning of intelligence,nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Make it more engaging and fun,,Excellent,,Good,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,
14009,Site B,Class of 2018 (CO18),K,Black or African American,,Man,,SEO inspires me to do my best,SEO does not do enough to inspire me to be a good student,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Satisfied,I have seen slight improvements in my academic performance.,Disagree,Because it's a good program,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Remain in-person,Moderately Easy,N/A,N/A,N/A,I don't really know,N/A,N/A,N/A,N/A,N/A,Downloaded the Brightspace Pulse App on my phone,12th Grade Announcements Hub (12th Grade Only),I don't know,"Feedback - When I get timely, constructive feedback",2-3 Hours,2-3 Hours,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,Sometimes,I don't want to,Satisfied,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Kcf,Opening circle,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Opening circle,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Noting it's good,Nothing I like it,Good,,Fair,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No
13848,Site B,Class of 2018 (CO18),C,Black or African American,,Man,,SEO is getting me ready for college or my career,My classes don't do enough to challenge me to think critically,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Fair,Dissatisfied,I have not noticed any significant changes in my academic performance.,Disagree,It's too much commitment.,Always,Sometimes,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,A hybrid of both in-person and online,Moderately Easy,Moderately Easy,N/A,N/A,N/A,Very Easy,Very Easy,Very Easy,Very Easy,Very Difficult,Checked due dates on the calendar tool,Due date reminders on Brightspace,Nothing,"Goal setting - When I set clear, achievable objectives",2-3 Hours,<2 Hours,"I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Never,,Not Satisfied,Agree,Disagree,Rarely,Rarely,Sometimes,Always,Always,Never,Sometimes,Rarely,Rarely,Disagree,Disagree,Agree,Agree,Agree,Agree,Specifically in SEO nothing,Nothing,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Nothing,Nothing,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Poor,It's obsolete there is no need to have advisory and OC.,I would get rid of it.,Good,,Good,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,No
13608,Site B,Class of 2018 (CO18),F,Black or African American,,Woman,,"SEO inspires me to do my best,SEO is getting me ready for college or my career",My classes don't do enough to challenge me to think critically,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Excellent,Very Satisfied,I have seen slight improvements in my academic performance.,Strongly Agree,It prepares you for college,Always,Sometimes,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A hybrid of both in-person and online,Moderately Easy,Moderately Easy,Moderately Easy,Very Easy,Nothing,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,"Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Email notifications from Brightspace,Badges and awards for course completion",Nothing,Real-life relevance - When lessons incorporate real-world applications and examples,<2 Hours,<2 Hours,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.",Rarely,N/A,Satisfied,Agree,Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Finding identities because l've never went over it before,All group work and sharing answers,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Identities and dominat narratives,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Nothing,Nothing,Excellent,,Excellent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,The one where we had to slice riddles in a group because it caused us to think.,No
13629,Site B,Class of 2018 (CO18),I,Black or African American,,Man,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",I feel adequately supported by SEO staff.,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Good,Satisfied,I have experienced noticeable improvements in my academic performance.,Agree,"It can help
Them to go to a good college",Always,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Be fully online,Very Difficult,Very Difficult,Moderately Difficult,Moderately Easy,Using paper and grading it like that,Moderately Easy,Moderately Easy,Moderately Difficult,Moderately Easy,Moderately Easy,"Checked due dates on the calendar tool,Accessed scholar tech support link,Accessed my grades and instructor feedback on assignments","Course announcements,Email notifications from Brightspace,Due date reminders on Brightspace",Automatic grading,"Goal setting - When I set clear, achievable objectives",2-3 Hours,2-3 Hours,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Sometimes,No,Satisfied,Strongly Agree,Agree,Always,Always,Always,Always,Always,Never,Always,Sometimes,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Math argument,Jeopardy in math,Proportions,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Everything,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Breaks and some games,Nothing,Excellent,,Good,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Nothing,Nothing
13844,Site B,Class of 2018 (CO18),J,Black or African American,,Man,,"Students and staff treat each other with respect and fairness,My classes challenge me to think critically",SEO does not do enough to inspire me to be a good student,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Fair,Satisfied,I have seen slight improvements in my academic performance.,Agree,Its a good program if your thinking about the future,Sometimes,Rarely,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Be fully online,Very Easy,Very Easy,N/A,N/A,"Nothing, it was very easy",Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,"Checked due dates on the calendar tool,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Course announcements,Due date reminders on Brightspace","Nothing, it was very easy",Praise - When I get timely recognition for hard work and growth,2-3 Hours,2-3 Hours,"I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Sometimes,,Satisfied,Agree,Agree,Always,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Rarely,Agree,Disagree,Agree,Agree,Agree,Agree,"never true, always true, sometimes true","never true, always true, sometimes true","never true, always true, sometimes true",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,emotional intelligence,Nothing,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Good,Nothing really,Nothing,Good,,Good,Agree,Agree,Agree,Agree,Agree,Agree,Annotating texts to better comprehend it.,Nothing
